id,category,categoryLabel,key,emoji,nameKo,descKo,tier,price,coinCost,itemKind,deviceKind,command,sprite,aiPrompt
"aug_study","aug","증강","study","📚","기초학습","모든 EXP +10%","SILVER",,,,,,"Sprites/Augments/aug_study.png","a glowing open textbook radiating golden experience aura, study magic icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_study_tag","aug","증강","study_tag","🎓","학구열","학습태그(📘) 1개당 EXP +4","SILVER",,,,,,"Sprites/Augments/aug_study_tag.png","a graduation tassel cap glowing over stacked study books, academic passion icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_supernova","aug","증강","supernova","💥","초신성","모든 EXP +70%","PRISM",,,,,,"Sprites/Augments/aug_supernova.png","a blinding exploding star bursting with brilliant cosmic energy, supernova icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_symmetry","aug","증강","symmetry","↔️","대칭미학","양끝맞춤 EXP 2.2배·인접쌍+12","GOLD",,,,,,"Sprites/Augments/aug_symmetry.png","a perfectly balanced mirrored emblem with elegant glowing wings, symmetry icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_time_warp","aug","증강","time_warp","⏳","시간왜곡","스핀 +1·모든 EXP +20%","PRISM",,,,,,"Sprites/Augments/aug_time_warp.png","a glowing hourglass bending time with a swirling temporal vortex, time warp icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_twins","aug","증강","twins","↔️","양끝맞춤","양끝 같은 심볼이면 EXP 2배","GOLD",,,,,,"Sprites/Augments/aug_twins.png","two identical mirrored symbol tiles glowing in perfect symmetry, matched ends icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"aug_wild_world","aug","증강","wild_world","🌀","와일드세계","🌀와일드 등장(세트 합류)","PRISM",,,,,,"Sprites/Augments/aug_wild_world.png","a swirling rainbow wild vortex symbol warping the reels, wild world icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_alchemist","char","캐릭터","alchemist","⚗️","연금술사","코인+25%·클리어코인+3",,,,,,,"Sprites/Characters/char_alchemist.png","a quirky alchemist kid pouring a glowing potion that turns into gold coins, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_crowncol","char","캐릭터","crowncol","👑","왕관수집가","👑왕관 점수+30·등장↑",,,,,,,"Sprites/Characters/char_crowncol.png","a regal collector kid surrounded by floating golden crowns, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_cultist","char","캐릭터","cultist","💀","해골숭배자","☠해골 EXP+3·저주당 점수+8%",,,,,,,"Sprites/Characters/char_cultist.png","a spooky hooded skull cultist with glowing purple eyes holding a bone, chibi cute dark game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_daredevil","char","캐릭터","daredevil","😈","무모한도전","모든 EXP+10%·요구치+20% · 남은≤2 EXP+35%·막스핀 +60% (막판형)",,,,,,,"Sprites/Characters/char_daredevil.png","a reckless grinning kid with tiny devil horns riding a rocket, mischievous, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_farmer","char","캐릭터","farmer","🍒","체리농부","🍒체리+1·희귀↓ (안정)",,,,,,,"Sprites/Characters/char_farmer.png","a cheerful farmer kid holding a basket overflowing with shiny red cherries, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_gambler","char","캐릭터","gambler","🎲","도박꾼","점수보정 ×1.1 · 스테이지당 1회 무료 재굴림",,,,,,,"Sprites/Characters/char_gambler.png","a cocky young gambler tossing dice with a sly grin and playing cards, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_highroller","char","캐릭터","highroller","💠","큰손","💎보석 점수+25·시작코인+12",,,,,,,"Sprites/Characters/char_highroller.png","a flashy high roller in a sharp suit holding stacks of casino chips and a big diamond, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_honor","char","캐릭터","honor","🎓","수석졸업생","실버 증강 1개로 시작",,,,,,,"Sprites/Characters/char_honor.png","a proud top graduate in cap and gown holding a golden diploma with radiant aura, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_jeweler","char","캐릭터","jeweler","💎","보석상","💎보석 점수+25·점수보정 ×1.1",,,,,,,"Sprites/Characters/char_jeweler.png","an elegant jeweler with a monocle holding up a sparkling blue diamond, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_lucky","char","캐릭터","lucky","🍀","행운아","희귀심볼 등장+25% (한방)",,,,,,,"Sprites/Characters/char_lucky.png","a lucky kid surrounded by glowing four-leaf clovers and golden sparkles, cheerful, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_minimalist","char","캐릭터","minimalist","🍃","미니멀리스트","유물 3개 이하면 EXP +25%",,,,,,,"Sprites/Characters/char_minimalist.png","a calm minimalist monk-like student holding a single green leaf, clean simple, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_monk","char","캐릭터","monk","🧘","수도승","스핀-1·요구치-10% (속전속결)",,,,,,,"Sprites/Characters/char_monk.png","a serene meditating monk student floating cross-legged with a calm glowing aura, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_novice","char","캐릭터","novice","🎒","초보학생","요구치↓·점수보정 ×0.9 (입문)",,,,,,,"Sprites/Characters/char_novice.png","a nervous rookie student in a school uniform pulling a tiny slot machine lever, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_parttime","char","캐릭터","parttime","🪙","알바생","시작코인+15·첫스핀 -20%",,,,,,,"Sprites/Characters/char_parttime.png","a tired part-time worker student with a cashier apron full of coins, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_prodigy","char","캐릭터","prodigy","🌟","천재","모든 EXP+12%·점수보정 ×0.95",,,,,,,"Sprites/Characters/char_prodigy.png","a brilliant young prodigy with a glowing star halo and floating math equations, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"char_scholar","char","캐릭터","scholar","📗","장학생","📘책+2·클리어코인+2",,,,,,,"Sprites/Characters/char_scholar.png","a diligent honor student with round glasses hugging a thick textbook, chibi cute game character, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_blackout","cur","저주","blackout","🌑","정전","해골↑·해골 EXP+6 / 희귀등장+30%","GOLD",,,,,,"Sprites/Curses/cur_blackout.png","a dead black light bulb shrouded in total darkness with faint eerie glow, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_cursed_skulls","cur","저주","cursed_skulls","☠","저주받은패","해골↑·EXP-4 / 해골 EXP+8","GOLD",,,,,,"Sprites/Curses/cur_cursed_skulls.png","a stack of cursed playing cards bound by chains with a glowing skull, dark purple haunted aura, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_diploma_pressure","cur","저주","diploma_pressure","🎓","학위압박","요구치+12% / 학습·책 강화","GOLD",,,,,,"Sprites/Curses/cur_diploma_pressure.png","a black graduation cap crushed under a heavy dark chain with ominous red glow, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_exam_week","cur","저주","exam_week","📅","시험기간","요구치+12% / 클리어점수+25%","GOLD",,,,,,"Sprites/Curses/cur_exam_week.png","a haunted black calendar page bleeding dark shadow with sinister crimson marks, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_frugal_vow","cur","저주","frugal_vow","🪙","청빈서약","코인-40% / 요구치-12%","GOLD",,,,,,"Sprites/Curses/cur_frugal_vow.png","a single tarnished coin sealed inside a dark vow ribbon, faint cursed shadow aura, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_gem_obsession","cur","저주","gem_obsession","💎","보석집착","체리·책↓ / 보석 점수+35","GOLD",,,,,,"Sprites/Curses/cur_gem_obsession.png","a glowing dark amethyst gemstone wrapped in grasping shadowy tendrils, ominous purple aura, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_hard_exam","cur","저주","hard_exam","📝","어려운시험","요구치+10% / 클리어점수+20%","GOLD",,,,,,"Sprites/Curses/cur_hard_exam.png","a dark scroll of a difficult exam paper sealed with a sinister red wax stamp and ominous shadowy aura, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_hex_allornothing","cur","저주","hex_allornothing","⚡","일발역전","세트-50% / 양끝맞춤 2배","GOLD",,,,,,"Sprites/Curses/cur_hex_allornothing.png","a jagged black lightning bolt crackling with menacing violet hex energy, dark ominous aura, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_high_stakes","cur","저주","high_stakes","🎲","한탕주의","요구치+8% / 희귀등장+50%","GOLD",,,,,,"Sprites/Curses/cur_high_stakes.png","a pair of ominous black dice burning with eerie red flames, dark gambling aura, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_late_bloomer","cur","저주","late_bloomer","🌙","늦깎이","첫스핀-50% / 막스핀+80%","GOLD",,,,,,"Sprites/Curses/cur_late_bloomer.png","a sinister black crescent moon with a withered wilting flower beneath dark fog, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_pop_quiz","cur","저주","pop_quiz","❓","쪽지시험","스핀-1 / 희귀등장+40%","GOLD",,,,,,"Sprites/Curses/cur_pop_quiz.png","a glowing ominous dark question mark orb crackling with menacing shadow energy, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_sleep_debt","cur","저주","sleep_debt","😴","수면부족","스핀당 EXP-5 / 세트+40%","GOLD",,,,,,"Sprites/Curses/cur_sleep_debt.png","a drooping cursed pillow shrouded in heavy dark drowsy fog and shadow, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_speed_test","cur","저주","speed_test","⏱️","속성평가","스핀-1 / 요구치-22%","GOLD",,,,,,"Sprites/Curses/cur_speed_test.png","a cracked black stopwatch leaking dark smoke with menacing red glow, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_student_debt","cur","저주","student_debt","💸","학자금","코인-50% / 스핀마다 EXP+6","GOLD",,,,,,"Sprites/Curses/cur_student_debt.png","a cursed empty leather coin pouch draining dark smoke with sinister red glow, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_thorny_path","cur","저주","thorny_path","🌵","가시밭길","해골↑·EXP↓ / 클리어 코인+","GOLD",,,,,,"Sprites/Curses/cur_thorny_path.png","a winding dark path overgrown with cursed black thorny vines and dripping shadow, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"cur_tunnel_vision","cur","저주","tunnel_vision","🎯","외골수","양끝·첫스핀↓ / 가운데 2배","GOLD",,,,,,"Sprites/Curses/cur_tunnel_vision.png","a dark archery target with a single piercing arrow at center surrounded by shadowy tunnel, ominous aura, curse icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_bell","dev","장치","dev_bell","🔔","비상졸업벨","부족 EXP ≤25면 즉시 클리어 (1회 파괴)",,,,,"INSTANT","비상","Sprites/Devices/dev_bell.png","a red emergency alarm bell labeled graduation, ringing with alert glow, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_coin","dev","장치","dev_coin","🪙","코인투입구","코인5 소모 → 다음 스핀 EXP +30%",,,,,"ARMED","투입","Sprites/Devices/dev_coin.png","a shiny coin insertion slot device with golden coins dropping in, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_copy","dev","장치","dev_copy","📑","복사기","직전 결과 N번 칸을 옆칸에 복사 (EXP -10% · 5🪙, 예: 복사 3)",,,,,"MANIP","복사","Sprites/Devices/dev_copy.png","a magic copy stamp duplicating a glowing slot symbol tile, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_flame","dev","장치","dev_flame","🔥","불꽃엔진","장착 시 모든 스핀 EXP +15%",,,,,"PASSIVE",,"Sprites/Devices/dev_flame.png","a brass flip lighter shooting a bright flame spark, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_holdfile","dev","장치","dev_holdfile","🗂️","보류파일","증강 선택 후보 1개를 보관 → 다음 증강 노드에서 새 후보와 함께 비교(보류 N)",,,,,"ARMED","보류",,
"dev_major","dev","장치","dev_major","🎓","전공신청서","장착 시 주력 계열 증강 등장확률 소폭↑(직접 파워↑ 아님·메인슬롯 전용)",,,,,"PASSIVE",,,
"dev_oracle","dev","장치","dev_oracle","🔮","예언안경","다음 스핀을 미리 보고 확정",,,,,"PEEK","예언","Sprites/Devices/dev_oracle.png","a pair of mystic crystal oracle glasses revealing glowing future symbols, purple magic, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_overheat","dev","장치","dev_overheat","♨️","과열코어","장착 시 모든 스핀 EXP +18%·☠해골 +1 등장(고위험)",,,,,"PASSIVE",,"Sprites/Devices/dev_overheat.png","an overheating glowing red hot pressure button with steam and warning aura, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_pin","dev","장치","dev_pin","📌","고정핀","직전 결과 N번 칸 유지·나머지 재굴림 (EXP -10% · 3🪙, 예: 고정 3)",,,,,"MANIP","고정","Sprites/Devices/dev_pin.png","a red push pin pinning down a single glowing slot symbol tile, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_reroll","dev","장치","dev_reroll","🔄","재굴림기","직전 스핀 결과 다시 굴림 (EXP -10% · 3🪙)",,,,,"MANIP","재굴림","Sprites/Devices/dev_reroll.png","a circular reroll refresh arrow device wrapped around spinning slot reels, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_retake","dev","장치","dev_retake","🔁","재시험관","증강 선택지를 코인 소모로 1회 다시 뽑기(스테이지당 1회)",,,,,"ARMED","재추첨",,
"dev_safe","dev","장치","dev_safe","🦺","안전벨트","장착 시 모든 스핀 최소 EXP 보장(폭망 방지)",,,,,"PASSIVE",,"Sprites/Devices/dev_safe.png","a bright yellow safety seatbelt buckle device with a protective glow, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_seal","dev","장치","dev_seal","🔒","봉인장막","장착 시 모든 스핀 ☠해골 미등장 · EXP +5%",,,,,"PASSIVE",,"Sprites/Devices/dev_seal.png","a glowing magic seal switch button with a protective blue rune, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_subreel","dev","장치","dev_subreel","➕","보조릴","장착 시 항상 6칸 슬롯 · 최종 EXP -30%",,,,,"PASSIVE",,"Sprites/Devices/dev_subreel.png","a slot machine with an extra bonus reel sliding in and a glowing plus sign, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_swap","dev","장치","dev_swap","🔃","교체기","직전 결과 N번 칸을 최다 심볼로 교체 (EXP -10% · 5🪙, 예: 교체 2)",,,,,"MANIP","교체","Sprites/Devices/dev_swap.png","two curved swap arrows exchanging two glowing slot symbol tiles with sparkles, gadget device, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"dev_syllabus","dev","장치","dev_syllabus","📋","강의계획서","장착 시 증강/유물 선택에 '예상 티어' 사전 안내(파워 변화 없음·정보형)",,,,,"PEEK",,,
"item_adrenaline","item","아이템","adrenaline","💉","아드레날린","다음 스핀 EXP 3배",,,"30","NEXTSPIN",,,"Sprites/Items/item_adrenaline.png","a glowing adrenaline syringe injecting a triple-power surge, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_allnight_note","item","아이템","allnight_note","🌙","밤샘노트","이번 스테이지 📘책 1.8배·EXP+12",,,"16","PHASE",,,"Sprites/Items/item_allnight_note.png","a notebook lit by a crescent moon and small candle for all-night study, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_answer_sheet","item","아이템","answer_sheet","📝","족보","즉시 게이지 +요구치 50%",,,"40","INSTANT",,,"Sprites/Items/item_answer_sheet.png","a glowing exam answer sheet filled with correct marks, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_black_candle_i","item","아이템","black_candle_i","🕯️","검은양초","이번 스테이지 ☠해골 2배·EXP 1.3배",,,"14","PHASE",,,"Sprites/Items/item_black_candle_i.png","a dark black candle burning with an eerie purple flame, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_black_lottery","item","아이템","black_lottery","🎫","검은복권","50% 골드유물 / 50% 저주 1개",,,"18","INSTANT",,,"Sprites/Items/item_black_lottery.png","a sinister dark scratch lottery ticket glowing with risky purple aura, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_book_copy","item","아이템","book_copy","📄","족보사본","이번 스테이지 📘책 2배·EXP+8",,,"12","PHASE",,,"Sprites/Items/item_book_copy.png","a photocopied study sheet sliding out of a blue book, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_bookmark2","item","아이템","bookmark2","🔖","책갈피","다음 스핀 📘책 확률 ↑",,,"5","NEXTSPIN",,,"Sprites/Items/item_bookmark2.png","an ornate ribbon bookmark with a tassel tucked in a blue book page, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_broken_prism","item","아이템","broken_prism","🔮","깨진프리즘","이번 스테이지 랜덤 프리즘 증강효과 1개",,,"22","INSTANT",,,"Sprites/Items/item_broken_prism.png","a cracked crystal prism scattering fractured rainbow light, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_cheat_sheet","item","아이템","cheat_sheet","📋","커닝페이퍼","즉시 게이지 +요구치 30%",,,"20","INSTANT",,,"Sprites/Items/item_cheat_sheet.png","a tiny folded cheat sheet covered in glowing secret notes, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_cherry_basket","item","아이템","cherry_basket","🧺","체리바구니","다음 스핀 🍒체리 대량 등장",,,"7","NEXTSPIN",,,"Sprites/Items/item_cherry_basket.png","a woven wicker basket overflowing with bright ripe red cherries, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_cherry_cracker","item","아이템","cherry_cracker","🧨","체리폭죽","이번 스테이지 🍒체리 2배·점수+20%",,,"14","PHASE",,,"Sprites/Items/item_cherry_cracker.png","a festive firecracker bundle exploding with red cherries and sparks, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_cherry_juice","item","아이템","cherry_juice","🧃","체리주스","다음 스핀 🍒체리 확률 ↑",,,"5","NEXTSPIN",,,"Sprites/Items/item_cherry_juice.png","a small carton of red cherry juice with a straw, dripping ripe cherry, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_coin_magnet","item","아이템","coin_magnet","🧲","코인자석","이번 스테이지 코인 2배·클리어코인+8",,,"14","PHASE",,,"Sprites/Items/item_coin_magnet.png","a red horseshoe magnet pulling in a stream of gold coins, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_coin_press","item","아이템","coin_press","🪙","주화압인","이번 스테이지 코인 3배",,,"16","PHASE",,,"Sprites/Items/item_coin_press.png","a coin-stamping press machine minting fresh glowing gold coins, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_combo_mega","item","아이템","combo_mega","📢","콤보확성기","이번 스테이지 마지막 스핀 EXP 2배·점수 1.2배",,,"16","PHASE",,,"Sprites/Items/item_combo_mega.png","a bright megaphone bullhorn blasting energetic sound waves, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_cram","item","아이템","cram","📚","벼락치기","즉시 게이지 +요구치 15%",,,"12","INSTANT",,,"Sprites/Items/item_cram.png","a stack of books crammed under a glowing last-minute study burst, item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_cram_note","item","아이템","cram_note","📓","벼락치기노트","이번 스테이지 마지막 스핀 EXP ×2",,,"14","PHASE",,,"Sprites/Items/item_cram_note.png","a cramped handwritten study notebook bursting with last-minute energy, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_cram_note_x2","item","아이템","cram_note_x2","📔","벼락치기노트+","이번 스테이지 마지막 스핀 EXP 2배",,,"16","PHASE",,,"Sprites/Items/item_cram_note_x2.png","a thick hardcover study notebook glowing with doubled energy, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_crown_inject","item","아이템","crown_inject","👑","왕관주입","다음 스핀 👑왕관 대량 주입",,,"24","NEXTSPIN",,,"Sprites/Items/item_crown_inject.png","a syringe injecting a cascade of golden crowns into the reels, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_curse_amp","item","아이템","curse_amp","🩸","저주증폭제","이번 스테이지 ☠해골 1.6배·점수 1.4배",,,"16","PHASE",,,"Sprites/Items/item_curse_amp.png","a small vial of glowing crimson cursed blood elixir, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_dbl_nothing","item","아이템","dbl_nothing","🎰","올인학습","이번 스테이지 스핀마다 EXP+30·요구치+20%",,,"12","PHASE",,,"Sprites/Items/item_dbl_nothing.png","a high-stakes slot lever glowing with all-in double-or-nothing energy, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_debt_note","item","아이템","debt_note","🧾","빚문서","코인 +30 / 이후 4스테이지 클리어보상 0",,,"0","INSTANT",,,"Sprites/Items/item_debt_note.png","a crumpled paper debt promissory note with an ominous shadow, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_dev_battery","item","아이템","dev_battery","🔋","배터리부스트","다음 스핀 EXP +30%",,,"8","INSTANT",,,"Sprites/Items/item_dev_battery.png","a charged battery overflowing with crackling electric energy, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_devil_contract","item","아이템","devil_contract","😈","악마의계약서","유물 1개 + 저주 1개(코인+25)",,,"20","INSTANT",,,"Sprites/Items/item_devil_contract.png","a rolled dark parchment devil's contract scroll sealed with a red wax seal, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_double_aid","item","아이템","double_aid","🚑","특급처치","이번 스테이지 스핀 +2",,,"55","INSTANT",,,"Sprites/Items/item_double_aid.png","a speeding ambulance with a glowing red cross granting two extra tries, item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_energy_drink","item","아이템","energy_drink","🥤","에너지드링크","다음 스핀 EXP 2배",,,"18","NEXTSPIN",,,"Sprites/Items/item_energy_drink.png","a fizzy energy drink can with lightning bolts, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_eraser_fine","item","아이템","eraser_fine","🧼","고급지우개","다음 스핀 가장 낮은 칸 1개 제거(정밀)",,,"12","NEXTSPIN",,,"Sprites/Items/item_eraser_fine.png","a clean premium precision eraser with sharp crisp edges, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_eraser_god","item","아이템","eraser_god","✨","신의지우개","다음 스핀 낮은 칸 최대 2개 제거",,,"20","NEXTSPIN",,,"Sprites/Items/item_eraser_god.png","a divine eraser glowing with radiant holy light and sparkles, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_eraser_old","item","아이템","eraser_old","🧽","낡은지우개","다음 스핀 가장 낮은 칸 1개 제거",,,"8","NEXTSPIN",,,"Sprites/Items/item_eraser_old.png","a worn well-used rubber eraser with rounded edges, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_espresso","item","아이템","espresso","☕","에스프레소","이번 스테이지 스핀마다 EXP +15",,,"20","PHASE",,,"Sprites/Items/item_espresso.png","a tiny espresso cup blasting concentrated caffeine energy, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_fake_crown","item","아이템","fake_crown","👑","가짜왕관","다음 스핀 가장 높은 칸 → 👑왕관",,,"24","NEXTSPIN",,,"Sprites/Items/item_fake_crown.png","a flashy fake golden crown with a sly trickster shine, power-up item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
"item_first_aid","item","아이템","first_aid","🩹","응급처치","이번 스테이지 스핀 +1",,,"30","INSTANT",,,"Sprites/Items/item_first_aid.png","a white first-aid kit with a glowing red cross granting an extra try, item icon, single subject centered, soft plain dark studio gradient background, highly detailed digital painting, game collectible card art, vibrant colors, sharp focus"
